SBY  1:46:17 [/Users/ritikjindal/rtl-ai-project/runs/bm_butterfly_optimize_20260912T201045Z/attempt_1/candidate_2/formal/equiv] engine_0.basecase: ##   0:00:00  Checking assumptions in step 6..
SBY  1:46:17 [/Users/ritikjindal/rtl-ai-project/runs/bm_butterfly_optimize_20260912T201045Z/attempt_1/candidate_2/formal/equiv] engine_0.basecase: ##   0:00:00  Checking assertions in step 6..
SBY  1:46:17 [/Users/ritikjindal/rtl-ai-project/runs/bm_butterfly_optimize_20260912T201045Z/attempt_1/candidate_2/formal/equiv] engine_0.basecase: ##   0:00:00  Checking assumptions in step 7..
SBY  1:46:17 [/Users/ritikjindal/rtl-ai-project/runs/bm_butterfly_optimize_20260912T201045Z/attempt_1/candidate_2/formal/equiv] engine_0.basecase: ##   0:00:00  Checking assertions in step 7..
SBY  1:46:17 [/Users/ritikjindal/rtl-ai-project/runs/bm_butterfly_optimize_20260912T201045Z/attempt_1/candidate_2/formal/equiv] engine_0.basecase: ##   0:00:00  Checking assumptions in step 8..
SBY  1:46:17 [/Users/ritikjindal/rtl-ai-project/runs/bm_butterfly_optimize_20260912T201045Z/attempt_1/candidate_2/formal/equiv] engine_0.basecase: ##   0:00:00  Checking assertions in step 8..
SBY  1:46:18 [/Users/ritikjindal/rtl-ai-project/runs/bm_butterfly_optimize_20260912T201045Z/attempt_1/candidate_2/formal/equiv] engine_0.basecase: ##   0:00:01  Checking assumptions in step 9..
SBY  1:46:18 [/Users/ritikjindal/rtl-ai-project/runs/bm_butterfly_optimize_20260912T201045Z/attempt_1/candidate_2/formal/equiv] engine_0.basecase: ##   0:00:01  Checking assertions in step 9..
SBY  1:46:19 [/Users/ritikjindal/rtl-ai-project/runs/bm_butterfly_optimize_20260912T201045Z/attempt_1/candidate_2/formal/equiv] engine_0.basecase: ##   0:00:02  Checking assumptions in step 10..
SBY  1:46:19 [/Users/ritikjindal/rtl-ai-project/runs/bm_butterfly_optimize_20260912T201045Z/attempt_1/candidate_2/formal/equiv] engine_0.basecase: ##   0:00:02  Checking assertions in step 10..
SBY  1:46:20 [/Users/ritikjindal/rtl-ai-project/runs/bm_butterfly_optimize_20260912T201045Z/attempt_1/candidate_2/formal/equiv] engine_0.basecase: ##   0:00:03  Checking assumptions in step 11..
